ConcatID,Latitude,Longitude
KU79586,41.566025,-109.187137
KU79585,41.566025,-109.187137
KU79584,41.566025,-109.187137
KU79583,41.566025,-109.187137
KU79582,41.566025,-109.187137
KU79581,41.566025,-109.187137
KU79580,41.566025,-109.187137
KU79579,41.566025,-109.187137
KU79578,41.566025,-109.187137
KU79577,41.566025,-109.187137
KU79576,41.566025,-109.187137
KU79575,41.566025,-109.187137
KU79574,41.566025,-109.187137
KU79573,41.566025,-109.187137
KU79572,41.566025,-109.187137
KU79571,41.566025,-109.187137
KU79570,41.566025,-109.187137
KU79569,41.566025,-109.187137
KU79568,41.566025,-109.187137
KU79567,41.566025,-109.187137
KU79566,41.566025,-109.187137
KU79565,41.566025,-109.187137
KU79564,41.52861,-109.46556
KU79563,41.52861,-109.46556
KU79562,41.52861,-109.46556
KU79561,41.52861,-109.46556
KU79560,41.52861,-109.46556
KU79559,41.52861,-109.46556
KU79558,41.52861,-109.46556
KU79557,41.52861,-109.46556
KU79556,41.52861,-109.46556
KU79555,41.52861,-109.46556
KU79554,41.52861,-109.46556
KU79553,41.52861,-109.46556
KU79552,41.52861,-109.46556
KU79551,41.52861,-109.46556
KU79550,41.52861,-109.46556
KU79549,41.52861,-109.46556
KU79548,41.52861,-109.46556
KU79547,41.52861,-109.46556
KU79546,41.52861,-109.46556
KU79545,41.52861,-109.46556
KU79544,41.52861,-109.46556
KU79543,41.52861,-109.46556
KU79542,41.52861,-109.46556
KU79541,41.52861,-109.46556
KU79540,41.52861,-109.46556
KU79539,41.296716,-109.214432
KU79538,41.296716,-109.214432
KU79537,41.296716,-109.214432
KU79536,41.296716,-109.214432
KU79535,41.296716,-109.214432
KU79534,41.296716,-109.214432
KU79533,41.296716,-109.214432
KU79532,41.296716,-109.214432
KU79531,41.296716,-109.214432
KU79530,41.296716,-109.214432
KU79529,41.296716,-109.214432
KU79528,41.296716,-109.214432
KU79527,41.296716,-109.214432
KU79526,41.296716,-109.214432
KU79494,42.705693,-106.507236
KU79493,42.705693,-106.507236
KU79492,42.705693,-106.507236
KU79491,41.258704,-110.325707
KU79490,41.267865,-110.634754
KU79489,41.267865,-110.634754
KU79488,41.176047,-110.839808
KU79487,41.176047,-110.839808
KU79486,41.176047,-110.839808
KU79485,43.462582,-106.208941
KU79484,43.462582,-106.208941
KU79483,43.462582,-106.208941
KU79482,43.462582,-106.208941
KU79481,43.462582,-106.208941
KU79480,43.462582,-106.208941
KU79479,43.462582,-106.208941
KU68988,36.8023549,-118.3617624
KU63772,41.550768,-109.394031
KU63771,41.550768,-109.394031
KU63768,41.550768,-109.394031
KU61615,34.3063383,-116.9408526
KU61614,34.3063383,-116.9408526
KU61613,34.3063383,-116.9408526
KU61612,34.3063383,-116.9408526
KU61611,34.3063383,-116.9408526
KU61610,34.3063383,-116.9408526
KU51513,37.233333,-108.479805
KU51512,37.233333,-108.479805
KU51511,37.233333,-108.479805
KU51510,37.233333,-108.479805
KU51509,37.233333,-108.479805
KU51508,37.233333,-108.479805
KU51507,37.233333,-108.479805
KU51506,37.233333,-108.479805
KU51505,37.233333,-108.479805
KU51504,37.233333,-108.479805
KU51503,37.233333,-108.479805
KU51501,37.233333,-108.479805
KU51500,37.233333,-108.479805
KU51499,37.233333,-108.479805
KU51498,37.233333,-108.479805
KU51497,37.233333,-108.479805
KU51496,37.233333,-108.479805
KU51495,37.233333,-108.479805
KU51494,37.233333,-108.479805
KU51493,37.233333,-108.479805
KU51492,37.233333,-108.479805
KU50809,37.31594,-113.43495
KU50808,37.31594,-113.43495
KU50807,37.31594,-113.43495
KU50806,37.31594,-113.43495
KU50805,37.31594,-113.43495
KU50804,37.31594,-113.43495
KU50803,37.31594,-113.43495
KU50802,37.31594,-113.43495
KU50801,37.31594,-113.43495
KU50418,43.46329,-119.338348
KU50412,41.415806,-109.616111
KU50411,41.415806,-109.616111
KU50410,41.415806,-109.616111
KU50414,41.415806,-109.616111
KU50413,41.415806,-109.616111
KU50409,39.4785836,-115.1655365
KU39336,39.182577,-107.96056
KU39335,39.182577,-107.96056
KU39331,39.182577,-107.96056
KU39341,39.182577,-107.96056
KU39338,39.182577,-107.96056
KU39337,39.182577,-107.96056
KU39328,39.182577,-107.96056
KU32528,40.747166,-107.545833
KU32517,37.62989,-108.80722
KU29419,43.235828,-108.129603
KU29418,43.235828,-108.129603
KU29417,43.617141,-108.21139
KU29416,43.235828,-108.129603
KU29415,43.617141,-108.21139
KU29414,41.792498,-110.556374
KU29413,43.235828,-108.129603
KU29412,43.235828,-108.129603
KU29411,43.235828,-108.129603
KU29410,43.235815,-108.16937
KU29409,43.617141,-108.21139
KU29408,43.235828,-108.129603
KU27826,44.708214,-105.997458
KU27825,44.708214,-105.997458
KU27824,44.708214,-105.997458
KU27823,44.708214,-105.997458
KU27822,44.708214,-105.997458
KU27821,44.708214,-105.997458
KU27820,44.708214,-105.997458
KU27817,44.27862,-108.03833
KU23684,43.618694,-104.531112
KU23683,43.618694,-104.531112
KU23561,42.941517,-122.15114
KU23560,42.941517,-122.15114
KU20658,37.67802,-113.10633
KU20657,37.67802,-113.10633
KU20656,37.67802,-113.10633
KU16834,37.15,-108.517305
KU15360,42.871303,-112.445534
KU15359,42.871303,-112.445534
KU15358,42.871303,-112.445534
KU12345,32.8691,-116.42289
KU12342,39.7354184,-119.6873784
KU12341,39.7354184,-119.6873784
KU12340,39.7354184,-119.6873784
KU12344,39.7354184,-119.6873784
KU12343,39.7354184,-119.6873784
KU10835,42.871303,-112.445534
KU10834,42.871303,-112.445534
KU11650,33.3230566,-116.8822217
KU11653,33.3230566,-116.8822217
KU11652,33.3230566,-116.8822217
KU11651,33.3230566,-116.8822217
KU11656,33.3230566,-116.8822217
KU11655,33.3230566,-116.8822217
KU11654,33.3230566,-116.8822217
KU11659,33.3230566,-116.8822217
KU11658,33.3230566,-116.8822217
KU11657,33.3230566,-116.8822217
KU11662,33.3230566,-116.8822217
KU11661,33.3230566,-116.8822217
KU11660,33.3230566,-116.8822217
KU11665,33.3230566,-116.8822217
KU11664,33.3230566,-116.8822217
KU11663,33.3230566,-116.8822217
KU12347,33.3230566,-116.8822217
KU12346,33.3230566,-116.8822217
KU11666,33.3230566,-116.8822217
KU12348,33.3230566,-116.8822217
KU40393,34.4763973,-117.8536654
KU40392,34.4763973,-117.8536654
KU40391,34.4763973,-117.8536654
KU40396,34.4763973,-117.8536654
KU40395,34.4763973,-117.8536654
KU40394,34.4763973,-117.8536654
KU40398,34.4763973,-117.8536654
KU40397,34.4763973,-117.8536654
LACM150817,36.41278,-107.844265
LACM150816,36.41278,-107.844265
LACM150815,36.408429,-107.844265
LACM150814,36.408429,-107.844265
LACM147841,34.35,-117.8
LACM147840,34.35,-117.8
LACM147839,34.35,-117.8
LACM147838,34.35,-117.8
LACM147837,34.35,-117.8
LACM147836,34.35,-117.8
LACM147835,34.35,-117.8
LACM147834,34.35,-117.8
LACM147833,34.35,-117.8
LACM147832,34.35,-117.8
LACM147831,34.35,-117.8
LACM147830,34.35,-117.8
LACM147829,34.35,-117.8
LACM147828,34.35,-117.8
LACM147827,34.35,-117.8
LACM147826,34.35,-117.8
LACM147825,34.35,-117.8
LACM147824,34.35,-117.8
LACM147823,34.35,-117.8
LACM147822,34.35,-117.8
LACM147821,34.35,-117.8
LACM147820,34.35,-117.8
LACM147819,34.35,-117.8
LACM147818,34.35,-117.8
LACM147817,34.35,-117.8
LACM147816,34.35,-117.8
LACM147815,34.35,-117.8
LACM147814,34.35,-117.8
LACM147813,34.35,-117.8
LACM147812,34.35,-117.8
LACM147811,34.35,-117.8
LACM147810,34.35,-117.8
LACM147809,34.35,-117.8
LACM147808,34.35,-117.8
LACM147807,34.35,-117.8
LACM147806,34.35,-117.8
LACM147805,34.35,-117.8
LACM147804,34.35,-117.8
LACM147803,34.35,-117.8
LACM147802,34.35,-117.8
LACM147801,34.35,-117.8
LACM147800,34.35,-117.8
LACM147799,34.35,-117.8
LACM147798,34.35,-117.8
LACM147797,34.35,-117.8
LACM147796,34.35,-117.8
LACM147795,34.35,-117.8
LACM147794,34.35,-117.8
LACM147793,34.35,-117.8
LACM147792,34.35,-117.8
LACM147791,34.35,-117.8
LACM147790,34.35,-117.8
LACM147789,34.35,-117.8
LACM147788,34.35,-117.8
LACM147787,34.35,-117.8
LACM147786,34.35,-117.8
LACM147785,34.35,-117.8
LACM147784,34.35,-117.8
LACM147783,34.35,-117.8
LACM147782,34.35,-117.8
LACM147781,34.35,-117.8
LACM147780,34.35,-117.8
LACM147779,34.35,-117.8
LACM147778,34.35,-117.8
LACM147777,34.35,-117.8
LACM147776,34.35,-117.8
LACM147775,34.35,-117.8
LACM147774,34.35,-117.8
LACM147773,34.35,-117.8
LACM147772,34.35,-117.8
LACM147771,34.35,-117.8
LACM147770,34.35,-117.8
LACM147769,34.35,-117.8
LACM147768,34.35,-117.8
LACM147767,34.35,-117.8
LACM147766,34.35,-117.8
LACM147765,34.35,-117.8
LACM147764,34.35,-117.8
LACM147763,34.35,-117.8
LACM147762,34.35,-117.8
LACM147761,34.35,-117.8
LACM147760,34.35,-117.8
LACM147759,34.35,-117.8
LACM147758,34.35,-117.8
LACM147757,34.35,-117.8
LACM147756,34.35,-117.8
LACM147755,34.35,-117.8
LACM147754,34.35,-117.8
LACM147753,34.35,-117.8
LACM147752,34.35,-117.8
LACM147751,34.35,-117.8
LACM147750,34.35,-117.8
LACM147749,34.35,-117.8
LACM147748,34.35,-117.8
LACM147747,34.35,-117.8
LACM147746,34.35,-117.8
LACM147745,34.35,-117.8
LACM147744,34.35,-117.8
LACM147743,34.35,-117.8
LACM147624,34.35,-117.8
LACM147623,34.35,-117.8
LACM147622,34.35,-117.8
LACM147621,34.35,-117.8
LACM147620,34.35,-117.8
LACM147619,34.35,-117.8
LACM147618,34.35,-117.8
LACM147617,34.35,-117.8
LACM147616,34.35,-117.8
LACM147615,34.35,-117.8
LACM147614,34.35,-117.8
LACM147613,34.35,-117.8
LACM147612,34.35,-117.8
LACM147611,34.35,-117.8
LACM147610,34.35,-117.8
LACM147609,34.35,-117.8
LACM147608,34.35,-117.8
LACM147607,34.35,-117.8
LACM147606,34.35,-117.8
LACM147605,34.35,-117.8
LACM147604,34.35,-117.8
LACM147474,37.38989,-113.49587
LACM143650,40.74845,-112.00615
LACM143649,40.74845,-112.00615
LACM143648,40.74845,-112.00615
LACM143647,40.74845,-112.00615
LACM143646,40.74845,-112.00615
LACM143645,40.74845,-112.00615
LACM143644,40.74845,-112.00615
LACM143643,40.74845,-112.00615
LACM143642,40.74845,-112.00615
LACM143641,40.74845,-112.00615
LACM143640,40.74845,-112.00615
LACM143557,34.3432932,-117.8277235
LACM143556,34.3432932,-117.8277235
LACM143555,34.3432932,-117.8277235
LACM143554,34.3432932,-117.8277235
LACM143553,34.3432932,-117.8277235
LACM143552,34.3432932,-117.8277235
LACM143551,34.3432932,-117.8277235
LACM143550,34.3432932,-117.8277235
LACM143549,34.3432932,-117.8277235
LACM143548,34.3432932,-117.8277235
LACM143547,34.3432932,-117.8277235
LACM143546,34.3432932,-117.8277235
LACM143545,34.3432932,-117.8277235
LACM143544,34.3432932,-117.8277235
LACM143543,34.3432932,-117.8277235
LACM143542,34.3432932,-117.8277235
LACM143541,34.3432932,-117.8277235
LACM143540,34.3432932,-117.8277235
LACM143539,34.3432932,-117.8277235
LACM143538,34.3432932,-117.8277235
LACM143537,34.3432932,-117.8277235
LACM143536,34.3432932,-117.8277235
LACM143535,34.3432932,-117.8277235
LACM143534,34.3432932,-117.8277235
LACM143533,34.3432932,-117.8277235
LACM143532,34.3432932,-117.8277235
LACM143531,34.3432932,-117.8277235
LACM143530,34.3432932,-117.8277235
LACM143529,34.3432932,-117.8277235
LACM143528,34.3432932,-117.8277235
LACM143527,34.3432932,-117.8277235
LACM143526,34.3432932,-117.8277235
LACM143525,34.3432932,-117.8277235
LACM143524,34.3432932,-117.8277235
LACM143523,34.3432932,-117.8277235
LACM143507,34.3432932,-117.8277235
LACM143506,34.3432932,-117.8277235
LACM143505,34.3432932,-117.8277235
LACM143504,34.3432932,-117.8277235
LACM143503,34.3432932,-117.8277235
LACM143502,34.3432932,-117.8277235
LACM143501,34.3432932,-117.8277235
LACM143500,34.3432932,-117.8277235
LACM143499,34.3432932,-117.8277235
LACM143498,34.3432932,-117.8277235
LACM143497,34.3432932,-117.8277235
LACM143496,34.3432932,-117.8277235
LACM143495,34.3432932,-117.8277235
LACM143494,34.3432932,-117.8277235
LACM143493,34.3432932,-117.8277235
LACM143492,34.3432932,-117.8277235
LACM143491,34.3432932,-117.8277235
LACM143490,34.3432932,-117.8277235
LACM143489,34.3432932,-117.8277235
LACM143488,34.3432932,-117.8277235
LACM143487,34.3432932,-117.8277235
LACM143486,34.3432932,-117.8277235
LACM143485,34.3432932,-117.8277235
LACM143484,34.3432932,-117.8277235
LACM143483,34.3432932,-117.8277235
LACM143482,34.3432932,-117.8277235
LACM143481,34.3432932,-117.8277235
LACM143480,34.3432932,-117.8277235
LACM143479,34.3432932,-117.8277235
LACM143478,34.3432932,-117.8277235
LACM143477,34.3432932,-117.8277235
LACM143476,34.3432932,-117.8277235
LACM143475,34.3432932,-117.8277235
LACM143474,34.3432932,-117.8277235
LACM143473,34.3432932,-117.8277235
LACM143472,34.3432932,-117.8277235
LACM143471,34.3432932,-117.8277235
LACM143470,34.3432932,-117.8277235
LACM143469,34.3432932,-117.8277235
LACM143468,34.3432932,-117.8277235
LACM143467,34.3432932,-117.8277235
LACM143466,34.3432932,-117.8277235
LACM143465,34.3432932,-117.8277235
LACM143464,34.3432932,-117.8277235
LACM143463,34.3432932,-117.8277235
LACM143462,34.3432932,-117.8277235
LACM143461,34.3432932,-117.8277235
LACM143460,34.3432932,-117.8277235
LACM143459,34.3432932,-117.8277235
LACM143458,34.3432932,-117.8277235
LACM143457,34.3432932,-117.8277235
LACM143456,34.3432932,-117.8277235
LACM143455,34.3432932,-117.8277235
LACM143454,34.3432932,-117.8277235
LACM143453,34.3432932,-117.8277235
LACM143452,34.3432932,-117.8277235
LACM143451,34.3432932,-117.8277235
LACM143450,34.3432932,-117.8277235
LACM143449,34.3432932,-117.8277235
LACM143448,34.3432932,-117.8277235
LACM143447,34.3432932,-117.8277235
LACM143446,34.3432932,-117.8277235
LACM143445,34.3432932,-117.8277235
LACM143444,34.3432932,-117.8277235
LACM143443,34.3432932,-117.8277235
LACM143442,34.3432932,-117.8277235
LACM143441,34.3432932,-117.8277235
LACM143440,34.3432932,-117.8277235
LACM143439,34.3432932,-117.8277235
LACM143437,34.3432932,-117.8277235
LACM143436,34.3432932,-117.8277235
LACM143435,34.3432932,-117.8277235
LACM143434,34.3432932,-117.8277235
LACM143433,34.3432932,-117.8277235
LACM143522,34.3432932,-117.8277235
LACM143521,34.3432932,-117.8277235
LACM143520,34.3432932,-117.8277235
LACM143519,34.3432932,-117.8277235
LACM143518,34.3432932,-117.8277235
LACM143517,34.3432932,-117.8277235
LACM143516,34.3432932,-117.8277235
LACM143515,34.3432932,-117.8277235
LACM143514,34.3432932,-117.8277235
LACM143513,34.3432932,-117.8277235
LACM143512,34.3432932,-117.8277235
LACM143511,34.3432932,-117.8277235
LACM143510,34.3432932,-117.8277235
LACM143509,34.3432932,-117.8277235
LACM143508,34.3432932,-117.8277235
LACM143402,34.3432932,-117.8277235
LACM143401,34.3432932,-117.8277235
LACM143400,34.3432932,-117.8277235
LACM143399,34.3432932,-117.8277235
LACM143398,34.3432932,-117.8277235
LACM143397,34.3432932,-117.8277235
LACM143396,34.3432932,-117.8277235
LACM143395,34.3432932,-117.8277235
LACM143394,34.3432932,-117.8277235
LACM143393,34.3432932,-117.8277235
LACM143392,34.3432932,-117.8277235
LACM143391,34.3432932,-117.8277235
LACM143390,34.3432932,-117.8277235
LACM143389,34.3432932,-117.8277235
LACM143388,34.3432932,-117.8277235
LACM143387,34.3432932,-117.8277235
LACM143386,34.3432932,-117.8277235
LACM143385,34.3432932,-117.8277235
LACM143384,34.3432932,-117.8277235
LACM143383,34.3432932,-117.8277235
LACM143382,34.3432932,-117.8277235
LACM143369,34.3432932,-117.8277235
LACM143432,34.3432932,-117.8277235
LACM143431,34.3432932,-117.8277235
LACM143430,34.3432932,-117.8277235
LACM143429,34.3432932,-117.8277235
LACM143428,34.3432932,-117.8277235
LACM143427,34.3432932,-117.8277235
LACM143426,34.3432932,-117.8277235
LACM143425,34.3432932,-117.8277235
LACM143424,34.3432932,-117.8277235
LACM143423,34.3432932,-117.8277235
LACM143422,34.3432932,-117.8277235
LACM143421,34.3432932,-117.8277235
LACM143420,34.3432932,-117.8277235
LACM143419,34.3432932,-117.8277235
LACM143418,34.3432932,-117.8277235
LACM143417,34.3432932,-117.8277235
LACM143416,34.3432932,-117.8277235
LACM143415,34.3432932,-117.8277235
LACM143414,34.3432932,-117.8277235
LACM143413,34.3432932,-117.8277235
LACM143412,34.3432932,-117.8277235
LACM143411,34.3432932,-117.8277235
LACM143410,34.3432932,-117.8277235
LACM143409,34.3432932,-117.8277235
LACM143408,34.3432932,-117.8277235
LACM143407,34.3432932,-117.8277235
LACM143406,34.3432932,-117.8277235
LACM143405,34.3432932,-117.8277235
LACM143404,34.3432932,-117.8277235
LACM143403,34.3432932,-117.8277235
LACM143381,34.3432932,-117.8277235
LACM143380,34.3432932,-117.8277235
LACM143379,34.3432932,-117.8277235
LACM143378,34.3432932,-117.8277235
LACM143377,34.3432932,-117.8277235
LACM143376,34.3432932,-117.8277235
LACM143375,34.3432932,-117.8277235
LACM143374,34.3432932,-117.8277235
LACM143373,34.3432932,-117.8277235
LACM143372,34.3432932,-117.8277235
LACM143371,34.3432932,-117.8277235
LACM143370,34.3432932,-117.8277235
LACM142788,34.35,-117.8
LACM142787,34.35,-117.8
LACM142786,34.35,-117.8
LACM142785,34.35,-117.8
LACM142784,34.35,-117.8
LACM142783,34.35,-117.8
LACM142782,34.35,-117.8
LACM142781,34.35,-117.8
LACM142780,34.35,-117.8
LACM142779,34.35,-117.8
LACM142778,34.35,-117.8
LACM142777,34.35,-117.8
LACM142776,34.35,-117.8
LACM142775,34.35,-117.8
LACM142774,34.35,-117.8
LACM142773,34.35,-117.8
LACM142772,34.35,-117.8
LACM142771,34.35,-117.8
LACM142770,34.35,-117.8
LACM142769,34.35,-117.8
LACM142768,34.35,-117.8
LACM142767,34.35,-117.8
LACM142766,34.35,-117.8
LACM142765,34.35,-117.8
LACM142764,34.35,-117.8
LACM142763,34.35,-117.8
LACM142762,34.35,-117.8
LACM142761,34.35,-117.8
LACM142548,34.35,-117.8
LACM142547,34.35,-117.8
LACM142546,34.35,-117.8
LACM142545,34.35,-117.8
LACM142544,34.35,-117.8
LACM142543,34.35,-117.8
LACM142825,34.35,-117.8
LACM142824,34.35,-117.8
LACM142823,34.35,-117.8
LACM142822,34.35,-117.8
LACM142821,34.35,-117.8
LACM142820,34.35,-117.8
LACM142819,34.35,-117.8
LACM142818,34.35,-117.8
LACM142817,34.35,-117.8
LACM142816,34.35,-117.8
LACM142815,34.35,-117.8
LACM142814,34.35,-117.8
LACM142813,34.35,-117.8
LACM142812,34.35,-117.8
LACM142811,34.35,-117.8
LACM142810,34.35,-117.8
LACM142809,34.35,-117.8
LACM142808,34.35,-117.8
LACM142807,34.35,-117.8
LACM142806,34.35,-117.8
LACM142805,34.35,-117.8
LACM142804,34.35,-117.8
LACM142803,34.35,-117.8
LACM142802,34.35,-117.8
LACM142801,34.35,-117.8
LACM142800,34.35,-117.8
